6.454972243679027999e-01,-2.608745973749754810e-01
6.454059010414899822e-01,-2.613002468413551105e-01
6.453144326200335179e-01,-2.617267267477721981e-01
6.452228148851848477e-01,-2.621540738908408330e-01
6.451310477050790082e-01,-2.625822956335335245e-01
6.450391302220974676e-01,-2.630114414026967218e-01
6.449470627289172198e-01,-2.634414944374002254e-01
6.448548447525928040e-01,-2.638724826888331765e-01
6.447624758836106862e-01,-2.643044301749516434e-01
6.446699557278635639e-01,-2.647373599583911497e-01
6.445772839088096395e-01,-2.651712944067157740e-01
6.444844601142866169e-01,-2.656062533399858316e-01
6.443914839955411367e-01,-2.660422580261688763e-01
6.442983551988717972e-01,-2.664793299290310058e-01
6.442050733525421791e-01,-2.669174921776916176e-01
6.441116380406136654e-01,-2.673567719829264000e-01
6.440180488766442668e-01,-2.677971938317720291e-01
6.439243054762469054e-01,-2.682387820215083596e-01
6.438304073941351069e-01,-2.686815666757500498e-01
6.437363542697391861e-01,-2.691255698131462260e-01
6.436421456014943532e-01,-2.695708269414965885e-01
6.435477809838568986e-01,-2.700173643821867087e-01
6.434532599742631698e-01,-2.704652122203312081e-01
6.433585820896788876e-01,-2.709144046623663815e-01
6.432637468565113315e-01,-2.713649748642316673e-01
6.431687537860512061e-01,-2.718169574760533336e-01
6.430736023743292007e-01,-2.722703886569647902e-01
6.429782921058690981e-01,-2.727253060279048458e-01
6.428828224584048900e-01,-2.731817486122701810e-01
6.427871928903547971e-01,-2.736397569934901353e-01
6.426914028458363681e-01,-2.740993732519315662e-01
6.425954517549367084e-01,-2.745606409615118371e-01
6.424993390317697006e-01,-2.750236057088587538e-01
6.424030640683251470e-01,-2.754883167380450804e-01
6.423066262455722208e-01,-2.759548239818051529e-01
6.422100249300397579e-01,-2.764231789758868629e-01
6.421132594732033017e-01,-2.768934350228951513e-01
6.420163292076311867e-01,-2.773656478583976237e-01
6.419192334203375205e-01,-2.778398802568480264e-01
6.418219713906617718e-01,-2.783161954841272268e-01
6.417245423834339046e-01,-2.787946584790415017e-01
6.416269456447171171e-01,-2.792753365891240125e-01
6.415291803994929154e-01,-2.797583000074583826e-01
6.414312458134173722e-01,-2.802436289907754841e-01
6.413331410358790174e-01,-2.807314057327736090e-01
6.412348652018565742e-01,-2.812217140135893079e-01
6.411364174223893597e-01,-2.817146409983080080e-01
6.410377967839776536e-01,-2.822102773632519934e-01
6.409390023090223432e-01,-2.827087256240936597e-01
6.408400329798200623e-01,-2.832100950844153586e-01
6.407408877592832841e-01,-2.837144974738310399e-01
6.406415655762798256e-01,-2.842220500525934890e-01
6.405420652943805138e-01,-2.847328829371955639e-01
6.404423857342952386e-01,-2.852471338412723156e-01
6.403425256859267556e-01,-2.857649452502497578e-01
6.402424838972371468e-01,-2.862864670712713666e-01
6.401422590275375191e-01,-2.868118687501501896e-01
6.400418496784596734e-01,-2.873413312373145345e-01
6.399412544084766008e-01,-2.878750432206800269e-01
6.398404716935296443e-01,-2.884132120407856825e-01
6.397394999187888676e-01,-2.889560660324940189e-01
6.396383374194343219e-01,-2.895038429334843566e-01
6.395369824426321292e-01,-2.900568013662189193e-01
6.394354330911227180e-01,-2.906152386823586120e-01
6.393336874075262743e-01,-2.911794642941228362e-01
6.392317433426464302e-01,-2.917498099860632577e-01
6.391295986655372019e-01,-2.923266614829712617e-01
6.390272510260506245e-01,-2.929104364207639755e-01
6.389246979249000313e-01,-2.935015964950163925e-01
6.388219366741911820e-01,-2.941006627048808331e-01
6.387189644441818581e-01,-2.947081971941963863e-01
6.386157781410219947e-01,-2.953248563102323088e-01
6.385123744557094083e-01,-2.959513693763891617e-01
6.384087497794013188e-01,-2.965885803145662525e-01
6.383049002326399712e-01,-2.972374335211380725e-01
6.382008215424264108e-01,-2.978990417678756275e-01
6.380965090319247190e-01,-2.985746932311770796e-01
6.379919575172713353e-01,-2.992659155452864206e-01
6.378871612670256042e-01,-2.999745082205685365e-01
6.377821138227738329e-01,-3.007026667830241529e-01
